dep_amt ,dep_days_greater100e,wth_amt ,wth_days_greatter100e,stake_amt,stake_days_greater500e,paid_bonus,no_bets,abs_ggr_days_greater200e,no_logins,vip
8,0,0,0,19,0,0,49,0,24,not VIP
58,0,261,1,641,1,0,56,0,12,not VIP
15,0,0,0,20,0,0,60,0,20,not VIP
77,0,142,0,83,0,0,12,0,38,not VIP
366,2,823,1,18868,4,2704,1477,3,42,not VIP
123,1,175,1,123,0,0,3,0,7,not VIP
138,0,0,0,425,0,0,99,0,20,not VIP
723,4,152,1,6418,5,0,6482,2,43,not VIP
74,0,0,0,182,0,0,130,0,13,not VIP
15,0,0,0,444,0,0,439,0,22,not VIP
9883,8,2283,2,180503,10,1536,2210,8,103,VIP
366,1,258,2,9235,4,0,4847,1,48,not VIP
11,0,0,0,13,0,0,42,0,2,not VIP
37,0,0,0,153,0,0,50,0,21,not VIP
1208,3,772,1,23155,3,0,782,3,17,VIP
29,0,0,0,267,0,0,184,0,14,not VIP
9,0,0,0,27,0,0,74,0,92,not VIP
84,0,0,0,432,0,0,282,0,10,not VIP
229,1,0,0,603,1,0,23,1,1,not VIP
153,0,0,0,315,0,0,66,0,7,not VIP
1143,3,531,1,5616,3,0,88,1,12,not VIP
25,0,0,0,25,0,0,1,0,5,not VIP
153,0,85,0,305,0,0,37,0,12,not VIP
1209,2,768,1,34796,3,0,165,3,13,not VIP
92,0,0,0,361,0,0,2376,0,4,not VIP
122,0,228,1,2206,0,0,225,0,109,not VIP
380,1,403,2,3191,3,19,1402,0,155,not VIP
303,2,0,0,6588,5,0,1331,0,66,not VIP
116,1,0,0,392,0,0,842,0,7,not VIP
153,0,987,2,11328,3,93,347,3,25,not VIP
1172,4,8,0,5736,3,1,197,2,98,not VIP
231,1,0,0,5061,1,0,157,1,8,not VIP
11,0,0,0,20,0,0,26,0,1,not VIP
106,0,0,0,52,0,0,24,0,18,not VIP
154,0,0,0,6111,2,0,4703,2,35,not VIP
608,2,912,2,9615,3,0,1333,1,82,not VIP
46,0,0,0,28,0,0,112,0,90,not VIP
146,0,0,0,1806,2,0,252,0,52,not VIP
153,1,0,0,355,0,0,19,0,6,not VIP
317,1,0,0,1005,0,0,225,0,170,not VIP
77,0,45,0,679,0,0,263,0,72,not VIP
108,1,134,1,108,0,0,1,0,17,not VIP
419,0,214,1,5877,5,83,1842,0,81,not VIP
863,2,2,1,65764,5,0,3307,5,66,not VIP
69,0,46,0,447,0,0,2822,0,18,not VIP
146,1,0,0,671,1,0,1240,0,4,not VIP
138,0,305,1,5907,3,0,580,1,23,not VIP
209,0,114,1,2085,2,12,229,0,36,not VIP
54,0,0,0,969,1,0,317,0,32,not VIP
154,1,0,0,1925,1,0,41,0,7,not VIP
214,0,274,1,4044,2,0,996,0,59,not VIP
77,0,0,0,77,0,0,1,0,8,not VIP
15,0,0,0,27,0,0,23,0,12,not VIP
361,1,1574,7,30201,7,717,972,5,94,not VIP
535,1,154,1,8267,2,0,166,1,13,not VIP
60,0,153,0,892,1,0,4132,0,14,not VIP
32,0,0,0,279,0,0,147,0,12,not VIP
46,0,0,0,68,0,0,13,0,11,not VIP
350,0,152,1,6406,4,0,539,1,59,not VIP
272,0,0,0,794,0,0,722,0,23,not VIP
557,2,0,0,557,0,0,8,2,9,not VIP
76,0,99,0,159,0,0,546,0,13,not VIP
125,1,0,0,540,1,0,109,0,21,not VIP
15,0,0,0,45,0,0,159,0,150,not VIP
196,0,75,0,2634,2,1,5868,0,101,not VIP
94,0,182,1,506,0,0,50,0,14,not VIP
256,1,0,0,907,0,19,41,0,59,not VIP
154,1,641,1,6658,1,0,2064,1,16,not VIP
77,0,350,2,426,0,326,23,0,24,not VIP
152,0,0,0,905,0,0,84,0,16,not VIP
306,1,0,0,306,0,0,4,0,8,not VIP
153,0,0,0,448,0,0,65,0,420,not VIP
11,0,46,0,85,0,0,557,0,3,not VIP
30,0,0,0,2385,1,0,396,0,7,not VIP
518,1,1228,2,2727,0,849,6317,0,105,not VIP
91,0,0,0,770,0,0,7560,0,34,not VIP
115,1,368,1,745,0,0,72,0,25,not VIP
100,0,0,0,372,0,0,1127,0,109,not VIP
257,1,456,1,594,0,0,69,2,66,not VIP
241,1,61,0,4016,4,292,482,1,31,not VIP
192,1,0,0,529,0,0,60,0,12,not VIP
61,0,0,0,323,0,0,775,0,11,not VIP
123,1,1069,1,2368,1,0,105,1,9,not VIP
15,0,0,0,32,0,0,35,0,1,not VIP
15,0,0,0,1371,2,0,211,0,8,not VIP
37,0,0,0,1105,1,0,671,0,22,not VIP
344,1,0,0,4386,2,323,1146,2,23,not VIP
158,0,107,1,1409,1,0,184,0,10,not VIP
70,0,0,0,560,0,0,1535,0,161,not VIP
235,0,61,0,2963,2,23,1178,0,120,not VIP
220,1,0,0,1311,1,0,226,1,9,not VIP
382,1,209,1,3152,1,0,4632,0,13,not VIP
15,0,0,0,27,0,0,5,0,3,not VIP
305,2,153,1,2187,1,0,156,0,9,not VIP
49,0,0,0,1392,1,7,822,0,7,not VIP
234,1,0,0,358,0,0,14,1,4,not VIP
198,0,30,0,3137,3,30,755,0,153,not VIP
959,2,548,1,11241,2,0,261,1,11,not VIP
30,0,0,0,117,0,0,464,0,13,not VIP
76,0,90,0,299,0,58,228,0,174,not VIP
18,0,0,0,58,0,0,69,0,120,not VIP
37,0,0,0,92,0,0,762,0,6,not VIP
9,0,0,0,2,0,0,5,0,7,not VIP
15,0,0,0,306,0,0,1797,0,3,not VIP
45,0,0,0,18,0,0,22,0,127,not VIP
229,1,0,0,479,0,108,10,0,14,not VIP
199,0,0,0,221,0,0,45,0,101,not VIP
18,0,0,0,31,0,0,57,0,62,not VIP
151,1,0,0,207,0,0,3,0,6,not VIP
23,0,0,0,37,0,0,231,0,7,not VIP
15,0,0,0,51,0,0,35,0,46,not VIP
53,0,112,0,247,0,26,610,0,39,not VIP
58,0,76,0,4342,3,0,1035,0,50,not VIP
676,3,486,1,2195,3,0,288,1,72,not VIP
53,0,76,0,167,0,0,22,0,35,not VIP
136,0,761,1,3388,1,62,256,1,61,not VIP
152,0,0,0,152,0,0,5,0,8,not VIP
128,0,158,0,256,0,0,22,0,16,not VIP
830,3,0,0,7727,4,43,3153,1,107,not VIP
204,0,126,0,4306,3,0,508,0,24,not VIP
30,0,0,0,154,0,0,168,0,7,not VIP
106,0,0,0,239,0,0,52,0,25,not VIP
31,0,0,0,122,0,0,1439,0,8,not VIP
220,0,289,1,1697,1,294,7846,0,102,not VIP
137,1,0,0,468,0,0,2080,0,8,not VIP
91,0,592,1,816,1,349,65,0,11,not VIP
44,0,0,0,107,0,0,364,0,1,not VIP
334,1,0,0,920,0,0,64,0,24,not VIP
76,0,416,1,6651,3,352,564,0,28,not VIP
458,1,495,3,2279,2,28,116,0,114,not VIP
106,0,0,0,795,0,32,175,0,35,not VIP
453,2,151,1,2736,2,91,282,0,52,not VIP
98,0,129,1,649,0,0,110,0,95,not VIP
106,0,514,2,914,0,66,2553,1,23,not VIP
36,0,0,0,68,0,0,42,0,255,not VIP
166,1,0,0,479,0,0,17,0,8,not VIP
198,0,129,1,2521,3,0,9741,1,34,not VIP
60,0,0,0,95,0,0,122,0,48,not VIP
30,0,0,0,148,0,0,502,0,1,not VIP
18,0,0,0,71,0,0,69,0,87,not VIP
76,0,30,0,330,0,0,45,0,85,not VIP
84,0,99,0,359,0,0,184,0,64,not VIP
145,0,281,2,1443,0,0,220,0,41,not VIP
92,0,0,0,272,0,0,173,0,68,not VIP
49,0,76,0,770,1,0,4071,0,18,not VIP
213,0,304,1,2785,1,0,6662,1,23,not VIP
430,0,925,3,5501,5,0,7652,2,25,not VIP
113,0,106,1,289,0,0,31,0,43,not VIP
46,0,61,0,105,0,0,25,0,42,not VIP
643,3,222,1,1019,0,0,79,1,94,not VIP
30,0,0,0,511,0,0,300,0,27,not VIP
76,0,459,1,846,1,0,26,2,24,not VIP
99,0,0,0,2027,1,0,1621,0,4,VIP
152,1,0,0,527,1,0,396,0,1,not VIP
560,2,710,1,7344,2,0,1113,2,32,not VIP
141,0,122,0,2396,1,21,590,0,45,not VIP
152,0,0,0,665,0,0,4050,0,12,not VIP
38,0,0,0,102,0,869,89,0,1,not VIP
333,2,0,0,2383,2,0,64,2,44,not VIP
135,0,0,0,706,0,0,167,0,130,VIP
78,0,0,0,1298,2,0,188,0,22,not VIP
68,0,0,0,708,0,0,269,0,25,not VIP
117,1,0,0,284,0,0,65,0,47,not VIP
30,0,0,0,97,0,0,139,0,39,not VIP
152,1,228,1,1089,0,205,1047,1,23,not VIP
106,0,0,0,2854,3,49,1155,0,18,not VIP
91,0,114,0,347,0,0,1977,0,36,not VIP
268,1,0,0,905,1,0,2070,0,12,not VIP
33,0,0,0,63,0,0,80,0,40,not VIP
23,0,0,0,108,0,0,40,0,1,not VIP
53,0,125,0,3158,3,32,1088,0,31,not VIP
152,0,91,0,3895,2,0,313,0,15,not VIP
152,0,152,1,294,0,0,543,0,10,not VIP
47,0,0,0,399,0,0,279,0,11,not VIP
15,0,0,0,139,0,0,2526,0,17,not VIP
76,0,0,0,157,0,0,493,0,8,not VIP
10,0,0,0,343,0,0,312,0,12,not VIP
98,0,0,0,3452,1,15,4655,0,25,VIP
196,0,152,0,7343,4,0,2123,0,16,not VIP
36,0,0,0,247,0,0,195,0,270,not VIP
136,0,0,0,325,0,0,107,0,173,not VIP
243,1,0,0,2496,1,0,217,0,16,not VIP
1625,6,0,0,7792,5,0,88,6,62,VIP
26,0,30,0,125,0,0,39,0,17,not VIP
1019,2,0,0,12291,4,0,9817,2,36,VIP
15,0,0,0,454,0,12,272,0,18,not VIP
67,0,107,1,315,0,0,1632,0,15,not VIP
61,0,0,0,243,0,0,86,0,17,not VIP
875,4,556,3,3273,4,0,11482,1,24,not VIP
46,0,0,0,68,0,0,176,0,2,not VIP
882,4,0,0,33945,11,170,53423,5,94,not VIP
228,1,685,2,66722,3,0,516,3,18,not VIP
152,0,0,0,333,0,0,47,0,42,not VIP
381,2,0,0,969,1,0,282,1,5,not VIP
390,1,403,2,4652,1,0,155,0,52,not VIP
151,0,213,1,715,0,0,99,0,20,not VIP
65,0,0,0,22,0,0,5,0,16,not VIP
669,2,0,0,947,0,0,5,1,19,not VIP
27,0,0,0,76,0,0,96,0,51,not VIP
11,0,0,0,112,0,0,13,0,33,not VIP
551,2,559,2,6177,3,0,10903,0,78,not VIP
99,0,0,0,532,1,0,701,0,7,not VIP
113,0,252,2,2745,2,140,463,0,28,not VIP
578,1,0,0,4845,1,0,206,1,8,not VIP
456,1,0,0,456,0,0,2,1,7,not VIP
122,0,251,1,1791,0,194,7318,0,46,not VIP
392,1,0,0,2037,1,0,227,1,65,not VIP
30,0,0,0,30,0,0,2,0,3,not VIP
91,0,0,0,1210,1,0,3876,0,20,not VIP
456,1,0,0,1436,1,0,80,1,18,not VIP
122,0,87,0,1422,1,0,3998,0,20,not VIP
36,0,0,0,141,0,0,402,0,106,not VIP
46,0,0,0,1683,2,0,6533,0,60,not VIP
46,0,0,0,46,0,0,6,0,16,not VIP
971,3,0,0,5503,3,0,213,1,23,not VIP
46,0,243,1,1362,0,172,127,0,141,not VIP
145,0,228,1,1070,1,0,163,0,8,not VIP
249,1,0,0,2205,1,0,60,1,12,not VIP
616,2,850,2,9490,4,0,588,2,87,not VIP
6004,7,0,0,111731,8,940,2464,7,110,VIP
30,0,0,0,74,0,0,342,0,4,not VIP
11,0,0,0,1249,1,22,94,0,16,not VIP
188,1,0,0,2423,1,30,20,2,27,not VIP
30,0,0,0,636,0,0,3182,0,13,not VIP
122,0,0,0,972,0,16,137,0,22,not VIP
1017,4,754,3,10355,7,115,12928,2,30,not VIP
122,1,0,0,1300,1,0,346,0,20,not VIP
156,0,0,0,156,0,0,2,0,4,not VIP
15,0,0,0,88,0,0,25,0,6,not VIP
447,1,0,0,4463,4,0,1656,0,34,not VIP
117,0,0,0,4507,3,162,4549,0,23,not VIP
91,0,0,0,558,0,0,2786,0,10,not VIP
2381,5,1598,2,85980,7,0,1863,5,158,not VIP
92,0,90,0,1611,1,0,7923,0,26,not VIP
127,1,0,0,1065,1,0,254,0,2,not VIP
122,0,121,0,2089,3,191,2856,0,47,not VIP
53,0,109,1,53,0,0,1,0,9,not VIP
152,0,0,0,152,0,0,2,0,6,not VIP
26,0,0,0,65,0,0,17,0,7,not VIP
305,1,0,0,1070,1,0,26,1,3,not VIP
152,1,167,1,167,0,0,6,0,10,not VIP
158,1,190,1,1260,1,0,176,0,25,not VIP
213,0,0,0,1293,1,0,2267,0,12,not VIP
144,0,0,0,1046,1,0,4313,0,31,not VIP
470,3,0,0,3933,1,0,178,1,15,not VIP
68,0,0,0,427,0,0,3006,0,8,not VIP
15,0,0,0,53,0,0,74,0,161,not VIP
28,0,0,0,164,0,6,438,0,14,not VIP
455,2,531,3,4362,3,0,526,2,35,not VIP
151,1,0,0,872,1,0,936,0,6,not VIP
129,0,122,0,4195,3,55,1142,0,75,not VIP
159,0,76,0,2330,3,0,261,0,30,not VIP
114,0,30,0,1871,1,0,710,0,37,not VIP
15,0,199,1,379,0,71,53,0,37,not VIP
228,1,90,0,228,0,0,1,0,2,not VIP
68,0,0,0,177,0,0,25,0,10,not VIP
2577,5,1046,3,27039,7,0,2065,3,70,VIP
47,0,0,0,943,1,8,4802,0,27,not VIP
224,2,0,0,2304,1,0,58,0,1,not VIP
91,0,0,0,141,0,0,423,0,138,not VIP
146,0,0,0,1333,1,0,989,0,48,not VIP
11,0,0,0,30,0,0,35,0,2,not VIP
45,0,302,1,596,0,300,1947,0,24,not VIP
2895,5,1523,2,73437,6,0,1696,5,99,not VIP
136,0,0,0,823,0,0,134,0,7,not VIP
103,0,0,0,753,1,0,342,0,20,not VIP
69,0,0,0,685,0,0,8372,0,11,not VIP
778,2,901,2,10907,6,626,1285,1,130,not VIP
27,0,0,0,84,0,0,324,0,57,not VIP
145,0,0,0,446,0,1,193,0,34,not VIP
110,0,0,0,50,0,0,24,0,70,not VIP
152,0,0,0,307,0,0,7,0,14,not VIP
144,0,83,0,639,0,28,172,0,143,not VIP
19,0,0,0,18,0,0,9,0,14,not VIP
31,0,306,1,5299,3,0,327,0,30,not VIP
53,0,0,0,622,0,0,164,0,14,not VIP
228,1,229,1,649,0,0,29,0,47,not VIP
76,0,0,0,76,0,0,6,0,12,not VIP
284,0,46,0,1707,2,0,314,0,24,not VIP
61,0,211,1,287,0,0,12,0,16,not VIP
245,0,0,0,1914,1,0,838,0,74,not VIP
76,0,0,0,226,0,0,3,0,4,VIP
76,0,0,0,1133,1,0,394,0,11,not VIP
762,3,0,0,1842,1,0,603,2,13,not VIP
31,0,0,0,36,0,0,59,0,19,not VIP
1044,4,613,1,3441,2,0,46,4,19,not VIP
139,0,0,0,475,0,0,1821,0,168,not VIP
27,0,0,0,322,0,0,459,0,1,not VIP
964,4,836,5,9722,8,19,12122,0,136,not VIP
166,1,0,0,579,1,0,400,0,8,not VIP
198,1,0,0,2323,1,0,80,1,11,not VIP
182,0,61,0,743,0,0,7079,0,49,not VIP
46,0,0,0,12,0,0,68,0,72,not VIP
107,0,0,0,699,0,0,3075,0,27,not VIP
81,0,0,0,381,0,0,375,0,122,not VIP
15,0,0,0,21,0,0,23,0,37,not VIP
23,0,0,0,172,0,0,20,0,3,not VIP
167,1,31,0,1167,1,0,2407,0,9,not VIP
61,0,0,0,257,0,0,957,0,6,not VIP
15,0,0,0,34,0,0,43,0,9,not VIP
31,0,0,0,156,0,0,65,0,31,not VIP
115,1,0,0,227,0,0,11,0,7,not VIP
15,0,0,0,97,0,0,374,0,23,not VIP
15,0,0,0,38,0,0,132,0,1,not VIP
130,0,0,0,7028,2,0,101,2,34,not VIP
165,0,0,0,1344,1,0,8078,0,58,not VIP
150,0,0,0,337,0,0,587,0,97,not VIP
214,0,0,0,2288,2,0,89,0,38,not VIP
23,0,0,0,119,0,0,33,0,11,not VIP
165,0,0,0,165,0,0,2,0,7,not VIP
153,0,231,1,8705,5,394,763,1,34,not VIP
138,0,0,0,490,0,0,107,0,10,not VIP
92,0,54,0,293,0,0,864,0,21,not VIP
151,1,1209,1,2070,1,0,257,1,2,not VIP
61,0,0,0,116,0,0,4,0,11,not VIP
177,1,0,0,2002,2,14,356,0,23,VIP
76,0,0,0,1987,2,601,1557,1,22,not VIP
176,1,266,1,505,0,30,1702,0,13,not VIP
68,0,0,0,302,0,0,3582,0,134,not VIP
93,0,51,0,1487,1,65,388,0,42,not VIP
321,1,0,0,2133,1,0,268,0,34,not VIP
159,0,0,0,648,0,0,453,0,17,not VIP
226,1,0,0,226,0,0,2,1,1,not VIP
31,0,114,1,222,0,0,407,0,11,not VIP
75,0,95,0,162,0,0,396,0,40,not VIP
106,0,0,0,508,0,0,70,0,48,not VIP
251,0,197,1,3316,3,0,148,0,184,not VIP
30,0,0,0,56,0,0,94,0,3,not VIP
122,1,0,0,2077,1,0,5559,0,15,not VIP
63,0,0,0,119,0,0,251,0,435,not VIP
176,0,0,0,1083,1,0,7254,0,13,not VIP
397,1,0,0,1919,1,0,8360,1,18,not VIP
1190,3,1701,1,11963,4,1707,320,3,53,not VIP
1183,2,0,0,28762,5,863,25908,3,74,not VIP
55,0,0,0,158,0,0,44,0,5,not VIP
23,0,6,0,368,0,0,3023,0,70,not VIP
1669,5,459,1,12271,8,0,147,3,59,VIP
152,1,0,0,304,0,0,3,0,5,not VIP
162,0,0,0,2173,2,0,3079,0,21,not VIP
243,0,211,2,4018,4,0,26192,0,85,not VIP
76,0,0,0,112,0,0,274,0,64,not VIP
110,0,0,0,355,0,0,10,1,10,not VIP
76,0,0,0,968,1,0,2220,0,11,not VIP
155,0,0,0,417,0,30,88,0,42,not VIP
303,1,318,2,6698,3,0,904,0,26,not VIP
84,0,603,2,300,0,33,388,1,68,not VIP
453,2,128,1,1418,1,0,31,1,61,not VIP
198,1,457,1,738,1,0,44,1,10,not VIP
97,0,0,0,1414,2,34,678,0,69,not VIP
1671,4,546,1,3416,2,212,271,0,99,VIP
90,0,91,0,603,0,0,234,0,25,not VIP
50,0,106,1,4828,3,0,597,0,58,not VIP
122,1,0,0,1578,1,0,111,0,28,not VIP
136,1,0,0,264,0,0,33,0,14,not VIP
2826,4,3030,4,14712,8,0,30,6,29,not VIP
237,1,0,0,11444,2,183,2907,0,24,not VIP
106,0,423,1,2094,1,0,96,1,7,not VIP
268,0,31,0,489,0,46,99,0,255,not VIP
194,1,76,0,3157,1,1,331,0,423,not VIP
110,0,29,0,922,0,0,738,0,38,not VIP
702,2,0,1,3730,3,0,3316,2,20,not VIP
76,0,528,2,1084,2,0,35,1,52,not VIP
442,2,386,1,2699,2,124,4043,1,18,not VIP
110,1,199,1,1049,0,0,59,0,78,not VIP
196,1,0,0,1040,1,0,6520,0,10,not VIP
68,0,447,1,13859,8,0,2126,2,48,not VIP
92,0,61,0,1291,0,0,4053,0,17,not VIP
113,1,0,0,113,0,0,2,0,6,not VIP
88,0,0,0,204,0,0,1009,0,33,not VIP
720,2,0,0,2542,1,0,150,1,65,not VIP
113,0,106,0,435,0,0,100,0,33,not VIP
106,1,38,0,1832,1,0,2424,0,41,not VIP
53,0,227,1,453,0,0,201,0,96,not VIP
99,0,0,0,422,0,0,204,0,19,not VIP
918,4,274,1,5838,2,0,111,1,69,VIP
185,0,0,0,2504,1,0,650,0,84,not VIP
148,1,0,0,528,0,0,7,0,6,not VIP
125,0,0,0,326,0,0,84,0,14,not VIP
15,0,43,0,41,0,0,737,0,17,not VIP
75,0,0,0,253,0,0,2,0,4,not VIP
715,2,378,1,3930,2,0,339,1,56,not VIP
182,0,76,0,5685,2,0,1585,0,61,not VIP
118,1,0,0,118,0,0,1,0,3,not VIP
81,0,195,1,81,0,103,23,0,8,not VIP
113,1,0,0,113,0,0,1,0,2,not VIP
71,0,0,0,819,1,0,35,0,54,not VIP
151,0,151,1,293,0,0,8,0,16,not VIP
45,0,0,0,191,0,0,172,0,5,not VIP
21,0,31,0,95,0,0,46,0,35,not VIP
1351,5,1380,3,9402,3,0,800,3,45,not VIP
128,1,0,0,2297,1,0,122,0,12,not VIP
200,0,184,0,3016,2,0,249,0,144,not VIP
65,0,0,0,133,0,0,33,0,20,not VIP
31,0,0,0,148,0,0,1120,0,15,not VIP
145,0,137,0,584,0,0,140,0,38,not VIP
76,0,0,0,425,0,0,938,0,15,not VIP
30,0,0,0,40,0,0,70,0,4,not VIP
45,0,0,0,53,0,0,11,0,54,not VIP
114,0,141,1,417,0,125,411,0,25,not VIP
1110,3,0,0,22533,4,1131,475,3,43,VIP
30,0,0,0,49,0,0,162,0,3,not VIP
285,1,0,0,285,0,0,3,1,1,not VIP
138,0,0,0,616,0,0,1316,0,77,not VIP
122,0,0,0,2603,2,0,419,0,18,not VIP
128,1,0,0,4701,2,0,198,1,15,not VIP
113,1,489,1,113,0,482,5,0,9,not VIP
334,2,0,0,2682,3,0,142,0,6,not VIP
166,0,0,0,3320,2,245,1279,0,6,not VIP
86,0,69,0,291,0,0,109,0,193,not VIP
27,0,0,0,75,0,0,96,0,71,not VIP
166,0,0,0,517,0,149,10,0,15,not VIP
249,1,604,1,2516,3,772,157,1,15,not VIP
15,0,0,0,28,0,0,20,0,25,not VIP
40,0,0,0,163,0,20,54,0,24,not VIP
264,1,0,0,1174,1,0,1158,0,10,not VIP
1214,4,385,1,12819,7,0,27029,1,21,not VIP
350,1,1276,5,2271,1,524,2576,1,52,not VIP
113,1,0,0,113,0,0,1,0,1,not VIP
153,1,0,0,153,0,0,1,0,2,not VIP
520,2,505,1,4968,3,0,172,0,20,not VIP
181,1,0,0,1068,2,0,1825,0,10,not VIP
113,1,0,0,340,0,0,2,1,6,not VIP
181,0,0,0,336,0,0,5,1,10,not VIP
60,0,0,0,141,0,0,13,0,4,not VIP
1208,5,260,2,22688,9,216,2270,3,96,not VIP
61,0,543,1,1194,1,0,8572,1,15,not VIP
23,0,46,0,174,0,13,63,0,191,not VIP
1300,4,0,0,4918,3,0,207,3,30,VIP
196,1,0,0,1138,1,0,2174,0,13,not VIP
45,0,755,1,179,0,816,16,0,34,VIP
130,0,0,0,1343,2,0,408,0,28,not VIP
113,1,41,0,166,0,0,60,0,40,not VIP
204,1,0,0,587,0,43,48,1,32,not VIP
107,0,0,0,329,0,0,172,0,90,not VIP
267,1,0,0,7476,2,0,158,1,5,not VIP
151,1,755,1,151,0,0,1,1,6,not VIP
201,2,0,0,786,0,0,1674,0,32,not VIP
240,0,0,0,1718,1,4,2043,0,26,not VIP
30,0,0,0,76,0,0,8,0,4,not VIP
821,2,461,2,5358,4,234,8344,1,43,not VIP
23,0,0,0,98,0,0,31,0,36,not VIP
15,0,128,1,512,0,0,65,0,20,not VIP
153,1,0,0,153,0,0,1,0,1,not VIP
1933,6,0,0,25225,7,0,3506,4,94,VIP
351,0,167,1,3056,3,7,276,0,45,not VIP
106,0,61,0,2841,2,0,481,0,18,not VIP
60,0,0,0,77,0,0,45,0,14,not VIP
137,0,243,2,1484,1,0,2481,0,13,not VIP
459,2,582,3,6396,6,188,1139,0,82,not VIP
27,0,0,0,62,0,0,128,0,10,not VIP
2103,3,1454,1,37140,7,344,926,5,82,VIP
113,1,82,0,113,0,0,11,0,7,not VIP
11,0,0,0,10,0,0,16,0,1,not VIP
61,0,0,0,654,1,0,4719,0,13,not VIP
248,1,0,0,5218,3,0,6401,0,21,not VIP
142,0,31,0,530,0,0,71,0,19,not VIP
181,1,0,0,645,1,0,30,0,14,not VIP
61,0,0,0,167,0,0,24,0,60,not VIP
1157,3,533,2,13301,4,0,94,3,34,VIP
184,0,46,0,854,0,0,465,0,182,not VIP
2276,5,1807,6,57513,11,0,3607,5,102,VIP
36,0,0,0,35,0,0,98,0,99,not VIP
151,1,0,0,583,1,0,202,0,1,not VIP
86,0,46,0,256,0,0,39,0,49,not VIP
223,0,107,1,837,0,0,64,0,27,not VIP
277,0,77,0,7161,5,149,1593,0,86,not VIP
106,1,0,0,348,0,0,20,0,1,not VIP
44,0,0,0,63,0,0,21,0,4,not VIP
156,0,31,0,1704,0,4,1845,0,77,not VIP
445,1,0,0,6196,1,0,245,1,13,not VIP
91,0,0,0,191,0,0,66,0,42,not VIP
123,1,0,0,307,0,0,3,0,5,not VIP
302,1,1,1,14834,7,123,1411,1,76,not VIP
556,1,0,0,4039,2,355,3562,2,6,not VIP
963,5,1413,3,85395,4,189,13709,3,88,not VIP
227,1,615,2,3167,2,0,2016,1,8,not VIP
113,1,123,1,133,0,0,14,0,8,not VIP
15,0,0,0,15,0,0,1,0,5,not VIP
60,0,0,0,196,0,0,1164,0,8,not VIP
328,1,0,0,1250,1,0,311,0,56,not VIP
283,1,0,0,1154,0,5,256,0,73,not VIP
287,0,0,0,1552,1,0,465,0,27,not VIP
204,1,0,0,1763,1,0,2293,1,1,not VIP
199,0,0,0,1008,0,0,428,0,71,not VIP
184,0,348,2,3026,2,0,4125,0,32,not VIP
241,0,0,0,455,0,0,44,0,32,not VIP
216,0,0,0,976,0,67,92,0,121,not VIP
229,1,0,0,2291,1,0,5486,0,19,VIP
31,0,0,0,120,0,0,1103,0,2,not VIP
15,0,0,0,58,0,0,55,0,2,not VIP
230,1,0,0,1316,1,0,42,1,13,not VIP
351,1,565,1,5049,3,850,517,2,107,not VIP
15,0,0,0,142,0,0,85,0,9,not VIP
245,0,0,0,875,0,0,217,0,48,not VIP
77,0,0,0,568,0,0,124,0,49,not VIP
61,0,93,0,70,0,0,3,0,3,not VIP
153,0,0,0,636,0,0,80,0,202,not VIP
123,0,0,0,784,1,0,260,0,15,not VIP
4657,4,0,1,23540,7,1808,489,5,47,VIP
31,0,0,0,116,0,0,40,0,11,not VIP
238,0,164,0,4613,4,0,26028,0,49,not VIP
306,0,238,0,3317,2,1,713,0,30,not VIP
92,0,0,0,289,0,0,322,0,83,not VIP
115,1,0,0,115,0,0,1,0,2,not VIP
107,0,153,1,3162,2,0,378,0,5,not VIP
27,0,0,0,101,0,0,185,0,30,not VIP
23,0,0,0,23,0,0,1,0,6,not VIP
230,1,0,0,1091,1,0,52,0,11,not VIP
18,0,0,0,16,0,0,15,0,30,not VIP
122,0,0,0,202,0,0,14,0,8,not VIP
23,0,0,0,139,0,0,1338,0,3,not VIP
23,0,0,0,61,0,0,4,0,10,not VIP
248,1,0,0,1717,1,138,85,0,37,not VIP
153,0,199,1,1242,2,53,1370,0,35,not VIP
229,1,0,0,4186,1,0,150,1,16,not VIP
18,0,0,0,38,0,0,417,0,1,not VIP
152,0,611,1,2766,1,0,204,1,22,not VIP
209,0,0,0,542,0,0,157,0,54,not VIP
140,0,0,0,764,1,0,55,0,7,not VIP
122,0,122,1,5770,3,0,5409,0,22,not VIP
239,1,0,0,3925,3,0,10394,1,11,not VIP
85,0,0,0,391,0,0,212,0,24,not VIP
126,0,1,1,2492,2,130,3854,0,24,not VIP
406,1,0,0,1739,1,0,828,1,2,not VIP
208,1,767,2,4611,3,472,104,0,43,not VIP
77,0,143,1,1233,0,0,183,0,44,not VIP
269,0,30,0,2504,1,0,486,0,28,not VIP
531,2,904,1,9676,3,0,505,2,23,not VIP
73,0,0,0,297,0,0,189,0,117,not VIP
116,0,0,0,435,0,21,225,0,96,not VIP
142,0,0,0,239,0,0,15,0,14,not VIP
61,0,30,0,480,0,0,302,0,15,not VIP
307,0,621,4,9034,4,0,20204,3,58,not VIP
168,0,0,0,2587,1,0,165,0,13,not VIP
306,1,0,0,758,1,0,35,1,3,not VIP
108,0,59,0,125,0,0,17,0,100,not VIP
284,1,0,0,4222,3,0,2995,0,7,not VIP
115,1,114,1,230,0,0,3,1,4,not VIP
124,0,60,0,417,0,0,139,0,70,not VIP
107,1,15,0,659,1,0,60,0,17,not VIP
